song_name,song_id,song_popularity,song_release,song_duration
Jump (with Trippie Redd),2OvV4NjEBRE9v8Oo7QeUCq,51,2018-05-04,3.46
If I Had You,0H1OyEooZ5SzBYYdJEzxoy,59,2009-11-23,3.8
I'm Alive,2FTZeRHQ4gRPViPMpWL9uX,73,2002-03-22,3.5
Houdini,5Fli1xRi01bvCjsZvKWro0,73,2011-05-23,3.37
Good Thing (with Kehlani),5aUSEPNd3m5xliFK4pn5mU,66,2019-09-27,3.52
Give It Up To Me (feat. Lil Wayne),5lR4YDKdhJUkGUYMrMRx43,0,2009,3.06
Freakshow,5X9tIJkTHxB19SK3FtnHT5,49,2007-10-25,2.92
FEEL A WAY,1GqEu4nDrzncKDnBaf7FKs,49,2020-11-12,2.58
Euphemism,0sjheOk5jAVsxt9aiAMvGg,35,2019-04-05,3.36
Empty,3T06rGO2dVEntMvym0vpQu,76,2019-03-08,4.14
Del Mar,5cpJFiNwYyWwFLH0V6B3N8,69,2020-09-04,3.58
Pocketful of Sunshine,1uigwk5hNV84zRd5YQQRTk,81,2007-04-27,3.38
What You Waiting For?,7bZsx7Zif6FIhrcZrh0LVm,66,2004-11-12,3.69
Agora Hills,7dJYggqjKo71KI9sLzqCs8,79,2023-09-22,4.42
Santeria,2hnMS47jN0etwvFPzYk11f,83,1996-07-30,3.05
Nothing Else Matters (Remastered),2CtemffYhT0DJWcT1XW047,74,1991-08-12,6.48
CHURCH GIRL,2mqTtvbKxH7SoEQ2oGAnsA,63,2022-07-29,3.74
Wet Vagina,5MqauQV2PhcEFfhKtBOTua,57,2023-09-22,3.2
greedy,3rUGC1vUpkDG9CZFHMur1t,90,2023-09-15,2.2
First Time,4LesrBswFnLcHmwDslst1q,61,2023-08-18,3.89
Dancing With Our Hands Tied,7I7JbDv63ZJJsSi24DyJrz,73,2017-11-10,3.53
Lonely At The Top,5ZtK8XAVnoaGdBXZWCEVCY,72,2023-06-15,2.63
Back On 74,19kHhX6f6EfLU7rcO3RqjO,83,2023-08-11,3.49
Slime You Out (feat. SZA),3RaCGXCiiMufRPoexXxGkV,70,2023-09-15,5.17
Joga,20ZvzoDSefcZo6bj10jgGC,47,1997-09-23,5.09
lacy,6QT6j7rKt7Vk3IuV2AUO9W,82,2023-09-08,2.95
bad idea right?,3IX0yuEVvDbnqUwMBB3ouC,82,2023-09-08,3.08
Who Do You Love,2fVHrSxsQbJUuj9MW9zG1e,70,2019-12-06,3.78
Know No Better,6BKeNWeUqxmvQ09Gxd3ZGX,5,2017-06-01,3.76
Demons,1xemKSmCnH59ze3KX5wwgH,57,2023-08-31,3.26
We Caa Done (feat. Drake),6rb3wFQ66EWR7DcPG0oEE1,59,2023-01-06,4.09
BROWN SKIN GIRL,0B3FovCVaGKS5w1FTidEUP,63,2019-07-19,4.14
Billie Bossa Nova,2KnuaZYoGzDoHiBTNYOTXG,80,2021-07-30,3.28
Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,87,2014-11-24,3.82
Are You That Somebody,3PqAnW2bB5TQnMoBivyFOb,8,2002-12-10,4.43
Issues/Hold On,0bxmVPKnEopTyuMMkaTvUb,62,2018-06-23,3.1
Ex-Factor,2VjXGuPVVxyhMgER3Uz2Fe,77,1998-08-25,5.44
Bags,6UFivO2zqqPFPoQYsEMuCc,82,2019-08-02,4.34
You Don't Know My Name,6LGwYMXXgURfaequXipzHx,71,2003-12-02,6.11
killer,4QUzLCXrpHO4c6dGyZlpO2,47,2022-06-16,2.95
Bad Blood,4Iam3vZMJCMltFkK9mNruw,56,2016-07-29,4.01
damn Right,76Gw6K3kG2zjuNGoFuwxIP,41,2020-09-10,2.74
Bunny Is A Rider,40tRJ8bMkIkXh8vhHKQsoX,58,2023-02-14,3.23
Crooked Smile (feat. TLC),5gFoAVTN9YlM9uJCrFZtgl,71,2013-06-18,4.64
While We're Young,4mL59LVbKgOpEACxraGYdr,73,2017-09-22,3.94
Halfcrazy,3oXNIpoUMdk8qGkwCeXqGv,65,2002-05-07,4.24
Gemini Slander,1dduMILdDnevJDX0I9IAhm,41,2023-06-16,3.36
My Love (feat. T.I.),4NeOWqHmlrGRuBvsLJC9rL,82,2006-09-13,4.6
IN THE AIR,4TLJNON6mZLpfZX3g4Oh8B,60,2021-03-05,2.28
Needed Me,4NlnpZPi5Z3r1uuyRglUhO,57,2016-01-28,3.19
Kill Bill (feat. Doja Cat),0CrcwVLUe8wzLUIXgjXVZJ,64,2023-04-14,2.93
Paint The Town Red,2IGMVunIBsBLtEQyoI1Mu7,81,2023-08-04,3.86
Velvet Blue,1ppL3Tjizx9C6Vhd1TiIW0,60,2023-03-03,1.07
Experience,2oap3QptGISyIvwKpnJJId,61,2020-08-07,2.95
Disguise,6MFmhJxdoxfqLJMuuMzfg9,50,2023-06-09,2.83
Good Bye,0f1ZaAkynbxc1JYf151zKI,47,2023-08-25,4.17
"Hollywood (feat. Earth, Wind & Fire + Hazel Monét)",2BoSvqAkYFcV9eO2j8b9po,45,2023-08-25,3.63
Stop (Askin' Me 4Shyt),3ZrfIcsDKTBZzCwlE59yiS,45,2023-08-25,2.86
I'm The One,1zNn3HYROuUzPrTLXXBRXk,42,2023-08-25,3.49
Party Girls (feat. Buju Banton),7bJ4wMXkbT60VEjYUQKzYz,45,2023-08-25,4.01
Smoke (Reprise),0CTKOLkUrm92HKy8eWLedL,41,2023-08-25,1.62
Smoke (feat. Lucky Daye),1Zej3ztnuVElDfYGYBBhJP,57,2023-08-25,3.12
Burnin' Up,2VEsmoek0sol9MnJFyoG9e,71,2008-08-12,2.92
National Anthem,4AXe1J9SZVqb72oQVaDWf3,46,2011-01-01,3.84
Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,79,2013-04-05,4.94
Sability,5V9XFfvCG4WP5ZdISOLvaF,61,2023-02-10,2.78
STFU!,0HKr9aqzHBsVNnsUCdH4bw,50,2020-04-17,3.4
10-20-40,56YbKSljGEtc3kYD53PsKZ,47,2017-10-27,3.26
To Be Alive,2qNfFigDByhwH0moF1yBlf,36,2022-09-16,3.91
You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,83,2021-04-09,3.85
There You Go,6dJ2mSRaKE9ctYw9qWNGWQ,58,2000-04-04,3.38
DELRESTO (ECHOES) (feat. Beyoncé),0OEe83mMZ5kaNw5uZQ7ilG,64,2023-07-28,4.57
BESO,609E1JCInJncactoMmkDon,79,2023-03-24,3.24
Dancing On My Own,3Rc2ajBMInxeNGVkMPC92Y,60,2010-06-11,4.77
A Second to Midnight,3YY9Yu1JsgVfF1lOXEenq9,1,2021-10-06,3.47
Addicted To A Memory,0xTGfdrWzJLKRD4U6hxSsg,49,2015-05-15,5.05
Ride,0ZyfiFudK9Si2n2G9RkiWj,66,2012-01-01,4.82
Bicycle,10SerxkhE8ATlcbtM5nyNQ,45,2010-03-09,2.31
Do It Well,2dOcfwJpfgGLcB4vPi8YXf,44,2007-10-01,3.1
If I Were a Boy,4B5jh8KMbfkjrivrWHHT8F,49,2008,4.15
Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,84,2009-09-08,4.62
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,77,2021-09-16,3.41
SAD GIRLZ LUV MONEY,2pgDBO0ZAgvye7joSmdDm8,58,2020-11-12,3.27
Gum Body (feat. Jorja Smith),5nUiz96J8ZSmwoSuL4sGvh,54,2019-07-25,3.25
Mrs. Officer,0EHR9OObFtjlhQB8wSt1m7,71,2008-06-10,4.78
Chemical,5w40ZYhbBMAlHYNDaVJIUu,78,2023-04-14,3.07
No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,61,2017-03-31,3.71
Back Together,16e3Ly7ddGqqnFDiWWWwnc,40,2015-08-14,3.74
Bad Things,3H0XRfbPaBqLd1UjzRMVnt,52,2006-01-01,2.74
How High?,0pTSYl7m6l4VYvf3mMi1Yd,51,2023-07-21,2.16
Forever & Again,2pdbNPIBRuAyspK97Blj0a,49,2023-07-21,2.32
Home,6Tv4vYGT0mjnqkHdRpyxbg,47,2023-07-21,3.77
Heartbreaker,36ct7KIIhHYIhS8hSCF5Qj,31,2007-01-01,5.46
Dégaine (feat. Damso),5cqLFudVQryezmVFmmyRJN,61,2022-03-09,3.52
Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,75,2022-03-04,3.43
La La La,36pLU2ywVeBKEF0rrKtmCB,69,2014-01-01,3.7
She Has A Way,7hxDfAPGmjfUCQn08FxYha,42,1983-09-19,5.89
I Knew You Were Waiting (For Me),2XgDgIsVUOt9Lov5G4Wruy,1,1998-11-09,3.97
I Want Your Love,5hlN9YiUVFC7NGRiwyYFKi,52,2018-09-28,4.94
Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,80,2015-01-01,3.58
Can't Remember to Forget You (feat. Rihanna),7o1Pm9jpH0wFpN5g793Lnq,80,2014-03-13,3.45
Rainbow,45ANU1q99eLEkb2QP8tpM7,6,2011-01-01,3.09
Who's Laughing Now,2P8oQFBymA7qjUaoFyH070,16,2011-01-01,3.91
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",6Ec5LeRzkisa5KJtwLfOoW,79,2023-06-02,4.27
Like You Do - Extended Mix,5wVwHb4qxMym45Zcass3rQ,29,2022-09-30,3.36
All You Had To Do Was Stay,0dAb8TY433dl3ZfXYCLE19,52,2014-10-27,3.22
Love,2Kerz9H9IejzeIpjhDJoYG,71,2017-07-21,4.55
Out Of The Woods,5OndtwLGA9O6XHFcGm2H7r,56,2014-10-27,3.93
Love Lies,45Egmo7icyopuzJN0oMEdk,76,2018-02-14,3.36
I'm Not Alone - 2019 Edit,5v98VA4TXznJNrw0XRphIb,63,2019-04-05,3.36
Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,85,2022-05-06,4.06
Counterfeit,6kCmpwaWFOODvxBVyFz1Ql,48,2023-06-09,2.61
Wasted Eyes,7dEXXV4xk5OpEdswCWC3GX,54,2023-06-09,2.48
Reckless & Sweet,6gQrm0rwg6hok8IxzysD8m,63,2023-06-09,2.66
Angels in Tibet,23uUytja1B1mUOOIoygf6u,70,2023-06-09,2.38
Attention,11xC6P3iKYpFThT6Ce1KdG,64,2023-06-16,4.62
Another Day in Paradise - R&B-Version,7rBzAkopTL4baeJGCFU7M4,48,2002-02-25,4.53
One Man - Raw,0JHEnd78AYUatG7BYcP6IZ,62,2011-04-25,2.94
Never Let Me Down,34j4OxJxKznBs88cjSL2j9,64,2004-02-10,5.41
goodnight n go - live,0ao5xnzWNAt0dZFF6v4Sct,46,2019-12-23,3.15
Angel (From Barbie The Album),0CpfO9VNiW0OGIaZO6zO3n,57,2023-06-08,2.06
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),0AAMnNeIc6CdnfNU85GwCH,75,2023-06-02,3.16
Brandy (You're a Fine Girl),2BY7ALEWdloFHgQZG6VMLA,80,1972,3.11
Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,71,2019-04-09,4.07
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),6l8mgVN9Xf1hiDIFGA6CTE,66,2023-05-19,4.35
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),38ziag7I4rieq2OzpfuCy2,0,2023-06-02,3.59
Take Me Home,26AmP3ukYC4Zs9lSGlh55I,71,2022-12-16,3.34
Adiós,5MUZhMWlbypeWFeRY4sE2l,52,2021-03-12,2.17
Don't Hurt Yourself (feat. Jack White),78eouBKVRyhbSzJwChr6QM,63,2016-04-23,3.89
Rocket,0755vnFQZLSgHHWbR1qCjY,57,2014-11-24,6.53
No Angel,4DActPOAtak2m8meZeMt3B,52,2014-11-24,3.81
Blow,6wwrYruEgWlowPDZMq5116,58,2014-11-24,5.16
Dark Paradise,2Y115i0IhELJhyyftvoSFt,60,2012-11-12,4.05
WHERE SHE GOES,7ro0hRteUMfnOioTFI5TG1,78,2023-05-18,3.86
Heyy,6qzBOV7lg2pnYm1tIvjxo3,58,2022-10-14,3.21
Body Ache,45MpoG2B3CEHoZa8OhrAw2,37,2013-11-30,3.43
Princess Diana (with Nicki Minaj),0ZxhtATQ0a6EvQNZ0z6NKV,70,2023-04-14,2.87
Splash,0LZQELhqUuqHI0GrP16icM,18,2020-02-07,2.58
Nothing Breaks Like a Heart (feat. Miley Cyrus),02dRkCEc8Q5ch4TTcnLxOn,80,2019-06-21,3.62
Sua Cara (feat. Anitta & Pabllo Vittar),73d2SYvmYzaCh2pBAKoyaw,0,2018-10-19,2.79
"Soweto (with Don Toliver, Rema & Tempoe)",25Kyv5SeEenT0EETpP2hYn,77,2023-03-22,3.66
Sometimes… (with Daya & Earthgang),09MduMD14OZjmAxd6u1Qfi,44,2023-05-05,3.71
PURE/HONEY,4DByEumlGTZKSzuVEZ35eo,66,2022-07-29,4.8
Rush,1xs8bOvm3IzEYmcLJVOc34,74,2022-10-21,3.08
Constant Repeat,0U9ltIN4q3aBKGZDZq5cAW,58,2022-03-18,3.16
Ni Tú Ni Yo (feat. Gente de Zona),5xMzazov0IHYllrc8U2K6F,54,2017-07-04,3.6
Die Hard,2g6tReTlM2Akp41g0HaeXN,79,2022-05-13,3.98
Little Talks,2ihCaVdNZmnHZWt0fvAM7B,83,2012-01-01,4.44
Take Yo Man,5aOpKCKguEnViGOKZxZern,50,2018-05-11,2.94
Babe (feat. Taylor Swift),7FFfYM4JE1vj5n4rhHxg8q,43,2018-04-20,3.59
Yellow Flicker Beat,0Nf53RDPZEjFrQE4B5n6Vf,63,2014-09-30,3.88
Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,86,2022-05-06,4.3
"Resentment (feat. Sturgill Simpson, Brian Wilson & Wrabel)",0GqhRdZIWefcDItLfGlehY,40,2020-01-31,2.87
Dímelo,6Xi897JXNLSoIaoYZwgTLc,49,2016-04-15,3.23
2 You,5UyE68WJRtNobAhUHDOesw,67,2021-07-09,3.07
2U,762UXiwEHYY97VL45sAUPR,54,2017-06-09,3.25
wokeuplikethis*,59J5nzL1KniFHnU120dQzt,75,2017-04-14,3.93
Location,3yk7PJnryiJ8mAPqsrujzf,80,2017-04-14,2.81
Aguacero,2uflssWlCaJ6CbTMOsUpNI,77,2022-05-06,3.52
Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,78,2018-11-06,2.77
THIQUE,1LCm0lFnEsxR2oPqyHLGX9,63,2022-07-29,4.08
Somebody Loves You,3a9dxgyM2rbFUvmN35qTTj,42,2014-10-06,3.51
The Time (Dirty Bit),7vWFaMq63AwkFDhS2OAg5u,75,2010-01-01,5.13
3005,5cc9Zbfp9u10sfJeKZ3h16,19,2013-12-10,3.9
Borderline,5hM5arv9KDbCHS0k9uqwjr,85,2020-02-14,3.96
Pon Di Cocky,38CECqycscktTYRq4yKMXc,53,2013-02-10,3.17
CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,81,2018-08-03,3.31
Applause,5ka2ajep9OAvU5Sgduhiex,81,2013-11-11,3.54
90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,83,2015-09-04,5.65
Like I Do (feat. GoldLink),7hYUoA7Z4mtlDwXyq3s1Gz,36,2018-06-15,4.82
All For You,5X8kkUaUlAyAUr9TYqDFTH,69,2001-01-01,5.5
Robot Wine,1xo2MVXqqXgZlAE3ayBvWR,0,2021-08-20,2.51
Jobs,2fHXAuXRcCDXbZYJIUZCGW,50,2020-06-20,2.02
Whine & Kotch,5o5yQsdZblzaqzgBFDVJTv,66,2012-11-13,3.62
"Shakira: Bzrp Music Sessions, Vol. 53",4nrPB8O7Y7wsOCJdgXkthe,80,2023-01-11,3.58
Own It (feat. Ed Sheeran & Burna Boy),4QPEwDdOMhY7rNS05mTyMR,70,2019-12-13,3.61
Scream,12eMQUn2GzfsfsQLH53M19,71,2012-06-12,3.91
Graveyard,2ufmtcIFdFpuUYBPXK5f67,66,2020-01-17,3.03
Runnin' (Lose It All),5yZvaUVyuXfSVUaMumFi6l,70,2015-09-17,3.55
Muddy Feet (feat. Sia),1S1WWTuydW6zljNeHOpZXe,1,2023-03-10,2.28
I Want You To Know,1JDIArrcepzWDTAWXdGYmP,71,2015-05-15,4.0
After LIKE,2gYj9lubBorOPIVWsTXugG,74,2022-08-22,2.95
ONE OF ME (feat. Elton John),3JR2RztQcOjUQGQSybxDIO,51,2021-09-17,2.69
Frankenstein,4nYUJ36Qj9hIY9mKj8QZFF,52,2022-09-16,3.2
SUPERIMPOSE,02pecJdAbXllM6B9VREMRE,23,2022-08-05,3.13
So Hot You're Hurting My Feelings,5B6Kjha6RRIMWGN7zGsAaT,67,2019-10-18,3.06
By The End Of The Night,0tYtfBFJLVn2ITE66FbaLT,44,2023-03-22,3.14
Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,84,2022-05-06,2.98
Tread Carefully,7newfXclX39UwWTw2gDswM,61,2022-06-09,3.03
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),31bf9SEOppLU6lQ85d8om6,71,1998-10-03,4.35
Never Be the Same,6VpQdig9pdpTSIFItgkJV5,62,2017-12-17,3.78
Shake It Out,4lY95OMGb9WxP6IYut64ir,68,2011-01-01,4.63
For You (With Rita Ora),5rlMVKnvE6ZSzNCs8ZyHqU,74,2019-12-06,4.05
Chillin,4HYc74wPEfUAhlQFm4fZHa,2,2009-01-01,3.41
Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72,71,2016-04-07,3.64
Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,77,2019-06-28,3.01
House On Fire,2dMmMkZ7SEqFbzTJx4DijY,50,2016-10-21,4.02
Firefly,6K51akbgV0Tb3WI0NY1yYX,40,2022-09-30,3.31
MAMACITA,14wf185UxfNbSy8dwt4r4q,65,2020-04-10,4.15
Repeat (feat. Jessie J),1sRCCA27Ogwy3MUGeJsYa2,38,2012-12-07,3.44
I Really Like You,1KK0AkECJmxXlJetTYS3xE,5,2015-08-21,3.41
He Like That,1zjcIIrm2fbVFmG3dsj03e,51,2017-10-29,3.62
Locked Away (feat. Adam Levine),7x5xYW5W42OGPAdHUyyguy,83,2015-10-09,3.79
I Don’t Give A,12uxpGafkVpNeJ4MWFRBin,31,2012-01-01,4.32
Give Me All Your Luvin',4PtvJM73075KqXcQrt8MbT,32,2012-01-01,3.38
Turn Up the Radio,68o8UWzJ8MbYoaFvExaPfl,31,2012-01-01,3.78
I’m Addicted,7giOLnVogBHlKnQk259rtv,28,2012-01-01,4.56
Girl Gone Wild,6SONqPbbSCVP5rgi0CdRxu,46,2012-01-01,3.72
What It Is (Block Boy) (with Kodak Black),1O8zCu3dLLPxkbGfIsbRgE,69,2023-03-17,3.72
Buena,4O1Fd402bt9mL4d65qXJKL,50,2021-06-11,2.83
Eyes Open,7wjbSn8QHsxqKXU5M0jXGM,48,2012-01-01,4.08
Licence To Kill,2ytwDkF0RLOi6qL2uJ2cQG,52,1989-01-01,5.24
Baby Boy (feat. Sean Paul),4WY3HyGXsWqjFRCVD6gnTe,70,2003-06-24,4.08
Boom,1tdcgxjvbBSAdOwzFUmdgm,0,2015-11-27,3.11
Cold Water,7zsXy7vlHdItvUSH8EwQss,71,2016-07-22,3.09
Lean On,1Lim1Py7xBgbAkAys3AGAG,7,2015-11-27,2.94
Particula,0e8fTfa0ZKCwOi2UdULooT,0,2017-06-02,3.41
Sua Cara,3XfsA0zVsrPkVkaDDEr73B,0,2017-06-02,2.79
Island,0lJrPatloYarTbsKciShJu,0,2023-03-10,3.99
Violet Chemistry,00Ga884hbpVvCNyeQdle1U,1,2023-03-10,4.11
River,04CqLjewJiSAqM210vZAmT,4,2023-03-10,2.72
Handstand,6fcZVY3WjwKxVKlKFu84rF,0,2023-03-10,3.42
Thousand Miles (feat. Brandi Carlile),1GN6qqehnqUfUHH1gfK81v,1,2023-03-10,3.85
Jaded,3AAY8YicetRPlDAkibHLiS,4,2023-03-10,3.1
Is That For Me,2KwojFDebQV4J2b0JMRR5Q,49,2017-10-13,2.82
Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,70,2018-10-25,3.32
Gold,6ZSO7kPn8IMJFymyticbJO,66,2016-03-22,3.76
Mo Bounce,57nIrfsmlBYZO5fs4gbo0f,47,2017-03-23,3.71
Forever (Pt. II) (feat. Kaleem Taylor),4yvKqltUO2ogccevjmT5Yc,38,2015-03-10,3.92
Cruel (feat. ZAYN),0B2RttXEiyXsMeQ7mMP3EI,55,2016-07-15,3.8
Don't Leave,0Zx8khUcEfCFK2AEoIhC92,62,2017-01-06,3.58
Heaven,5PZN71yON3rzA8OaEidrIo,46,2022-09-30,2.74
Love Me Again,5TbzAWWc5eJaANpA9kfGCd,80,2013-01-01,4.0
Perc & Sex,4a14AFVG1iMsLJnT4wj5Up,51,2022-09-07,2.58
Felices los 4,1RouRzlg8OKFeqc6LvdxmB,78,2018-05-18,3.83
Don't Like Me (feat. Don Toliver & Gucci Mane),4U1EoTpL6rVEFpdhQgTHP2,31,2020-10-15,2.76
Blessed (with Tyga),3eKLbe124mzIRFPuwCnJAD,58,2022-03-11,2.43
Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah,78,2001-01-01,3.84
Marilyn (feat. Dominique Le Jeune),7xmCwWVmWBawnIzRUdg3Nr,55,2012-09-26,3.27
Don't Look Down (feat. Usher),5M9jOReAKGZ2AttVefFjTY,67,2015-03-17,3.72
Let There Be Love,5u5wvBQcUTzRzN7dwkrFUB,42,2012-11-09,3.36
Circles,1nE2F3IhoFPNvAi22yhtJD,28,2012-11-09,3.43
Just A Fool,6nS1vMV1zs8c0Lk6mud78D,57,2012-11-09,4.23
Chimera,0vPhDi8oYPkGpgcO3RJBbc,34,2016-03-25,5.95
White,4161P4lnoASbxbYaMQLrK1,22,2016-03-25,3.6
Summertime,5KZVbtDMFcurkynWsncKtr,55,2022-07-08,2.46
Passion,6ZJqCviTotiIujl1rfcL53,56,2021-07-01,2.3
Both of Us (feat. Taylor Swift),3r9bgSJlJz2zlevcBRYXko,56,2012-04-27,3.6
Learn To Let Go,1g1TeDflB6atAy7HKwrzXu,50,2017-08-11,3.63
Do It Like A Dude,6cSGSXvgioQxGQbM9VRe1G,50,2011-01-01,3.25
Airplanes (feat. Hayley Williams of Paramore),6lV2MSQmRIkycDScNtrBXO,78,2010-04-27,3.01
Orphans,03T4ttRCiLXST6MZjeMwmR,67,2019-11-22,3.29
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,90,2017-04-07,4.12
Ye,3FskQrDXcY24ur2fCvz35O,70,2018-01-26,3.86
The Big Big Beat,66O0pFEFp23dgYjoAd6RKK,61,2017-07-07,3.59
SAOKO,2FYGZDfsAnNsrm1gVbyKnG,66,2022-03-18,2.29
LLYLM,2SiAcexM2p1yX6joESbehd,65,2023-01-27,2.9
I'm Legit,11a6GzsfPoLY1bVw3IFeMs,52,2012-01-01,3.3
Alien,3eBxSM7L8AL5wcYd1t4NC0,40,2013-11-30,3.93
Shlut,4xZYQAp9JlqvS60Yz0ThSe,34,2022-09-27,2.21
Boy's a liar Pt. 2,6AQbmUe0Qwf5PZnt4HmTXv,75,2023-02-03,2.18
Lose You,00I5NjPGm836J2MQmYxhs9,51,2023-01-27,3.17
Jet Lag (feat. Natasha Bedingfield),0I329vpTJRdSRjEcWaQsSL,68,2011-06-17,3.41
Bank On It,5jqh2kAjz4GxjOS3HHSz17,50,2020-08-13,4.61
We Remain - From “The Hunger Games: Catching Fire” Soundtrack,3hFveLaQfnQz7UmFQbtnE1,37,2013-01-01,4.0
Swap It Out,3wyrAqvuBzF3iCRzKkiTS5,60,2014-05-13,4.01
Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,82,2018-01-12,3.78
Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,53,2019-03-01,4.1
Replay,7d1CFwrBmH34gmS0Hkbfbt,69,2013-01-01,3.49
Replay,7sKbyYeJnITO1Eh9xd0lKd,62,2020-05-29,3.11
Into You (feat. Tamia),0yHConG49418wPs8UfAt44,63,2003-02-01,4.93
All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,70,2019-08-04,3.22
Walking On Air,0RCsGhR44nFVAd5WiZZcGq,49,2013-10-18,3.71
Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,76,2004-09-21,4.28
"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,72,1999-07-27,4.27
Waiting for Tonight,5jOvmh1DYmaiBPETL6HCRY,0,2012-07-20,4.11
We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,66,2016-01-29,3.63
Are We All We Are,1DUhAeBCT4r66Gu4P3nirG,48,2012-09-18,3.63
Boys Will Be Boys,0vQcyuMEfRBd21ojZ62N2L,58,2020-03-27,2.77
Cool,2nMOodYNHBAQ3Kc1QNimZU,61,2020-03-27,3.49
I'm Into You,76sWab9iC3vvk21aln8G8t,66,2011-04-29,3.34
On The Floor,3C0nOe05EIt1390bVABLyN,83,2011-04-29,4.75
Disconnect,0cNH1IsjBVRdeDcpwHAfve,47,2017-06-23,4.2
All Night,15iosIuxC3C53BgsM5Uggs,64,2013-08-27,3.12
I Was a Fool,5TCSMWZow9lzc7jr8WscVD,47,2013,3.4
"Goodbye, Goodbye",1iswbtuOoHl5ArW7cUUf5D,39,2013,3.44
Closer,4dTVgHZFPlaq9nPbLVVLSG,61,2013,3.5
I Don't Want Your Money (feat. H.E.R.),3FHXUqaUer9o231Je1zxIN,51,2019-07-12,3.41
Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,63,2019-07-12,2.7
South of the Border (feat. Camila Cabello & Cardi B),4vUmTMuQqjdnvlZmAH61Qk,74,2019-07-12,3.41
Beautiful People (feat. Khalid),70eFcWOvlMObDhURTqT4Fv,73,2019-07-12,3.3
Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,71,2018-02-09,3.52
Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,72,2012-01-01,4.19
Perfect Duet (Ed Sheeran & Beyoncé),1bhUWB0zJMIKr9yVPrkEuI,70,2017-11-30,4.33
Apologize,6ucR4KfvsBFWCMVFDvyKKl,77,2007-04-02,3.07
Remind Me to Forget,5sIx4BlfYGuZeSLF40N9GH,64,2018-03-16,3.62
My Love Is Your Love,1ckU1EhAO0Nr73QYw24SWJ,69,1998-11-17,4.36
Naked,7krbSH3rd8lhIZvuzTV3Bl,65,2017-11-24,3.9
Breakeven,285hMzLhJwHVLe9QT9qilk,84,2008-07-14,4.36
Lonely Together (feat. Rita Ora),75NhhYjHO43mvZgYtnXgti,74,2017-08-10,3.03
Stay,6uBhi9gBXWjanegOb2Phh0,78,2017-02-23,3.5
GIRL,0pGXe7umwkcCm01Ipoxp0U,56,2019-03-08,4.18
Let You Love Me,6xtcFXSo8H9BZN637BMVKS,58,2018-09-21,3.17
Only Want You,2CTN6UuO2dNEVZXR0DJVk2,54,2018-11-23,3.01
Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,76,2022-10-21,3.37
22,2ULNeSomDxVNmdDy8VxEBU,54,2012-10-22,3.84
We Are Never Ever Getting Back Together,7AEAGTc8cReDqcbPoY9gwo,61,2012-10-22,3.2
Stickwitu,4NjR63Up0uMkQBlKvlZd1l,64,2005-01-01,3.46
I’m Ready (with Demi Lovato),1fipvP2zmef6vN2IwXfJhY,56,2020-04-16,3.35
If I Lose Myself,7hIRQZhDjab4YgqkkkehV9,53,2014-01-01,4.03
